,Aleph system number (001),Carrier type term (338 $a),Chronological subdivision - 1 (650 $y),Chronological subdivision - 2 (650 $y),Chronological subdivision - 3 (650 $y),Chronological subdivision - 4 (650 $y),Chronological subdivision - 5 (650 $y),Chronological subdivision - 6 (650 $y),Chronological subdivision - 7 (650 $y),Content type term (336 $a),Corporate name or jurisdiction name as entry element (710 $a),Country (008/15-17),Date of manufacture (264 $c),Date/Time of an Event (033 $a),Devised title (245 $a),Extent (300 $a),Form of item (008/23),Geographic subdivision - 1 (650 $z),Geographic subdivision - 2 (650 $z),Geographic subdivision - 3 (650 $z),Geographic subdivision - 4 (650 $z),Geographic subdivision - 5 (650 $z),Geographic subdivision - 6 (650 $z),Geographic subdivision - 7 (650 $z),Language (008/35-37),Link text (856 $y),Manufacturer (264 $b),Media type term (337 $a),Other title - 1 (246 $a),Other title - 10 (246 $a),Other title - 11 (246 $a),Other title - 12 (246 $a),Other title - 13 (246 $a),Other title - 2 (246 $a),Other title - 3 (246 $a),Other title - 4 (246 $a),Other title - 5 (246 $a),Other title - 6 (246 $a),Other title - 7 (246 $a),Other title - 8 (246 $a),Other title - 9 (246 $a),Place of manufacture (264 $a),Relator term (710 $e),Source (336 $2),Source (337 $2),Source (338 $2),Title statement of original (534 $t),Topical term or geographic name entry element - 1 (650 $a),Topical term or geographic name entry element - 2 (650 $a),Topical term or geographic name entry element - 3 (650 $a),Topical term or geographic name entry element - 4 (650 $a),Topical term or geographic name entry element - 5 (650 $a),Topical term or geographic name entry element - 6 (650 $a),Topical term or geographic name entry element - 7 (650 $a)
496,,online resource,1836.0,,,,,,,text,British Library Playbills Project,enk,[2018],1846,[Miscellaneous Plymouth theatres playbill for The Jewess; The Children in the Wood],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Jewess,,,,,The Children in the Wood,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Jewess; The Children in the Wood],Musical Entertainment,,,,,,
497,,online resource,1837.0,1837.0,1837.0,1837.0,,,,text,British Library Playbills Project,enk,[2018],1861,"[Miscellaneous Plymouth theatres playbill for Blue Beard! Or, Female Curiosity; The Barber of Seville; The Barrack Room; The Barber of Seville; The Barrack Room]",1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,"Blue Beard! Or, Female Curiosity",,,,,The Barber of Seville,The Barrack Room,The Barber of Seville,The Barrack Room,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Blue Beard! Or, Female Curiosity; The Barber of Seville; The Barrack Room; The Barber of Seville; The Barrack Room]",Interlude,Opera,Interlude,Opera,,,
498,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1870,[Miscellaneous Plymouth theatres playbill for The Wedding Day; The Hunchback; The Wedding Day],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Wedding Day,,,,,The Hunchback,The Wedding Day,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Wedding Day; The Hunchback; The Wedding Day],Farce,Play,,,,,
499,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for Werner; The Highland Reel],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Werner,,,,,The Highland Reel,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Werner; The Highland Reel],Tragedy,Musical Entertainment,,,,,
500,,online resource,1836.0,,,,,,,text,British Library Playbills Project,enk,[2018],1852,"[Miscellaneous Plymouth theatres playbill for Raymond & Agnes Or, the Bleeding Nun; The Poor Gentleman]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Raymond & Agnes Or, the Bleeding Nun",,,,,The Poor Gentleman,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Raymond & Agnes Or, the Bleeding Nun; The Poor Gentleman]",Comedy,,,,,,
501,,online resource,1834.0,1834.0,,,,,,text,British Library Playbills Project,enk,[2018],1864,"[Miscellaneous Plymouth theatres playbill for The Poor Soldier; The Foundling of the Forest: Or, the Unknown Female]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Poor Soldier,,,,,"The Foundling of the Forest: Or, the Unknown Female",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Poor Soldier; The Foundling of the Forest: Or, the Unknown Female]",Play,Opera,,,,,
502,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1864,[Miscellaneous Plymouth theatres playbill for Sylvester Daggerwood; The Secret; The Secret; The Honey Moon],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Sylvester Daggerwood,,,,,The Secret,The Secret,The Honey Moon,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Sylvester Daggerwood; The Secret; The Secret; The Honey Moon],Interlude,Comedy,Farce,,,,
503,,online resource,1836.0,1836.0,1836.0,1836.0,,,,text,British Library Playbills Project,enk,[2018],1854,[Miscellaneous Plymouth theatres playbill for Ella Rosenberg; Ella Rosenberg; Every One Has His Fault; The Jewess],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,Ella Rosenberg,,,,,Ella Rosenberg,Every One Has His Fault,The Jewess,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Ella Rosenberg; Ella Rosenberg; Every One Has His Fault; The Jewess],Drama,Comedy,Drama,Drama,,,
504,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1848,[Miscellaneous Plymouth theatres playbill for Valentine and Orson; La Sonnambula],1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,Valentine and Orson,,,,,La Sonnambula,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Valentine and Orson; La Sonnambula],,,,,,,
505,,online resource,1838.0,1838.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for The Dice of Death; She Stoops to Conquer],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Dice of Death,,,,,She Stoops to Conquer,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Dice of Death; She Stoops to Conquer],Comedy,Melo-Drama,,,,,
506,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for Rob Roy; The Sleep Walker],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Rob Roy,,,,,The Sleep Walker,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Rob Roy; The Sleep Walker],Operatic Play,Comic Farce,,,,,
507,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1871,[Miscellaneous Plymouth theatres playbill for John Jones; The School for Scandal; The Illustrious Stranger; Miss Taylor; The Echo Song],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,John Jones,,,,,The School for Scandal,The Illustrious Stranger,Miss Taylor,The Echo Song,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for John Jones; The School for Scandal; The Illustrious Stranger; Miss Taylor; The Echo Song],Comedy,Farce,Farce,,,,
508,,online resource,1837.0,1837.0,1837.0,,,,,text,British Library Playbills Project,enk,[2018],1850,"[Miscellaneous Plymouth theatres playbill for The Yeoman's Daughter; The Somnambulist Or, the Phantom of the Village; The Dumb Belle]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Yeoman's Daughter,,,,,"The Somnambulist Or, the Phantom of the Village",The Dumb Belle,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Yeoman's Daughter; The Somnambulist Or, the Phantom of the Village; The Dumb Belle]",Comedy,Melodrama,Interlude,,,,
509,,online resource,1837.0,1837.0,1837.0,1837.0,,,,text,British Library Playbills Project,enk,[2018],1856,[Miscellaneous Plymouth theatres playbill for Catching an Heiress; Zarah; John Jones; John Jones; A Dead Shot],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,Catching an Heiress,,,,,Zarah,John Jones,John Jones,A Dead Shot,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Catching an Heiress; Zarah; John Jones; John Jones; A Dead Shot],Farce,Romantic Drama,Interlude,Farce,,,
510,,online resource,1835.0,1835.0,1835.0,1835.0,,,,text,British Library Playbills Project,enk,[2018],1855,[Miscellaneous Plymouth theatres playbill for The Regent; The Rendezvous; Sweethearts and Wives; The Regent],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,The Regent,,,,,The Rendezvous,Sweethearts and Wives,The Regent,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Regent; The Rendezvous; Sweethearts and Wives; The Regent],Comic Piece,Farce,Piece,Piece,,,
511,,online resource,1835.0,,,,,,,text,British Library Playbills Project,enk,[2018],1853,[Miscellaneous Plymouth theatres playbill for Jane Shore; Don Juan!! Or the Libertine Destroyed],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Jane Shore,,,,,Don Juan!! Or the Libertine Destroyed,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Jane Shore; Don Juan!! Or the Libertine Destroyed],Tragedy,,,,,,
512,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1862,[Miscellaneous Plymouth theatres playbill for My Uncle John; My Uncle John; The Hunchback],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,My Uncle John,,,,,My Uncle John,The Hunchback,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for My Uncle John; My Uncle John; The Hunchback],Play,Comedy,,,,,
513,,online resource,1839.0,1839.0,,,,,,text,British Library Playbills Project,enk,[2018],1861,"[Miscellaneous Plymouth theatres playbill for Luke the Labourer Or, the Lost Son; Captain Stevens Or, the Poodle Collar; The Charming Polly: Or, Lucky and Unlucky Events; The White Squall]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"Luke the Labourer Or, the Lost Son",,,,,"Captain Stevens Or, the Poodle Collar","The Charming Polly: Or, Lucky and Unlucky Events",The White Squall,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Luke the Labourer Or, the Lost Son; Captain Stevens Or, the Poodle Collar; The Charming Polly: Or, Lucky and Unlucky Events; The White Squall]",Drama,Interlude,,,,,
514,,online resource,1847.0,1847.0,1847.0,,,,,text,British Library Playbills Project,enk,[2018],1869,"[Miscellaneous Plymouth theatres playbill for She Stoops to Conquer; Hornpipe of Eight, With Pike & Cutlass Exercise; The Blue Jackets; Or, Her Majesty's Service; The Two Galley Slaves Or, the Innocent Culprit; Signor Carlo Alberto]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,She Stoops to Conquer,,,,,"Hornpipe of Eight, With Pike & Cutlass Exercise","The Blue Jackets; Or, Her Majesty's Service","The Two Galley Slaves Or, the Innocent Culprit",Signor Carlo Alberto,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for She Stoops to Conquer; Hornpipe of Eight, With Pike & Cutlass Exercise; The Blue Jackets; Or, Her Majesty's Service; The Two Galley Slaves Or, the Innocent Culprit; Signor Carlo Alberto]",Nautical Farce,Melo-Drama,Comedy,,,,
515,,online resource,1836.0,,,,,,,text,British Library Playbills Project,enk,[2018],1867,[Miscellaneous Plymouth theatres playbill for The Jewess; Bee Hive],1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Jewess,,,,,Bee Hive,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Jewess; Bee Hive],Musical Farce,,,,,,
516,,online resource,1846.0,1846.0,,,,,,text,British Library Playbills Project,enk,[2018],1866,[Miscellaneous Plymouth theatres playbill for Macbeth; Shocking Events; Mademoiselle Flora Fabbri],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Macbeth,,,,,Shocking Events,Mademoiselle Flora Fabbri,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Macbeth; Shocking Events; Mademoiselle Flora Fabbri],Farce,Tragedy,,,,,
517,,online resource,1835.0,1835.0,1835.0,,,,,text,British Library Playbills Project,enk,[2018],1866,"[Miscellaneous Plymouth theatres playbill for Esmeralda: Or the Deformed of Notre Dame; The Castle Spectre; The Magpie!! Or, the Maid; My Friend the Governor]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,Esmeralda: Or the Deformed of Notre Dame,,,,,The Castle Spectre,"The Magpie!! Or, the Maid",My Friend the Governor,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Esmeralda: Or the Deformed of Notre Dame; The Castle Spectre; The Magpie!! Or, the Maid; My Friend the Governor]",Domestic Drama,Play,Drama,,,,
518,,online resource,1834.0,,,,,,,text,British Library Playbills Project,enk,[2018],1855,"[Miscellaneous Plymouth theatres playbill for The Hunchback; The Illustrious Stranger Or, Buried Alive]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,The Hunchback,,,,,"The Illustrious Stranger Or, Buried Alive",,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Hunchback; The Illustrious Stranger Or, Buried Alive]",Play,,,,,,
519,,online resource,1826.0,1826.0,,,,,,text,British Library Playbills Project,enk,[2018],1861,[Miscellaneous Plymouth theatres playbill for The Wife a Tale of Mantua; Catherine and Petruchio],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Wife a Tale of Mantua,,,,,Catherine and Petruchio,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Wife a Tale of Mantua; Catherine and Petruchio],Play,Farce,,,,,
520,,online resource,1839.0,1839.0,,,,,,text,British Library Playbills Project,enk,[2018],1869,[Miscellaneous Plymouth theatres playbill for George Barnwell; The Knights of the Cross],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,George Barnwell,,,,,The Knights of the Cross,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for George Barnwell; The Knights of the Cross],Tragedy,Historical Play,,,,,
521,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1857,[Miscellaneous Plymouth theatres playbill for The Belle's Stratagem; The Jewess; High Life Below Stairs],1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,The Belle's Stratagem,,,,,The Jewess,High Life Below Stairs,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Belle's Stratagem; The Jewess; High Life Below Stairs],Farce,Comedy,Drama,,,,
522,,online resource,1836.0,1836.0,1836.0,,,,,text,British Library Playbills Project,enk,[2018],1860,"[Miscellaneous Plymouth theatres playbill for Vol-Au-Vent Or, a Night's Adventures; Lover's Quarrels; The Jew and Doctor; The Jew and Doctor]",1 online resource,s,Plymouth,Plymouth,Plymouth,,,,,eng,digitised sheet,[British Library],computer,"Vol-Au-Vent Or, a Night's Adventures",,,,,Lover's Quarrels,The Jew and Doctor,The Jew and Doctor,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Vol-Au-Vent Or, a Night's Adventures; Lover's Quarrels; The Jew and Doctor; The Jew and Doctor]",Farce,Piece,Farce,,,,
523,,online resource,1836.0,1836.0,,,,,,text,British Library Playbills Project,enk,[2018],1855,"[Miscellaneous Plymouth theatres playbill for The Rivals! Or, a Trip to Bath; The Warlock of the Glen]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"The Rivals! Or, a Trip to Bath",,,,,The Warlock of the Glen,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Rivals! Or, a Trip to Bath; The Warlock of the Glen]",Melodrama,Comedy,,,,,
524,,online resource,1852.0,,,,,,,text,British Library Playbills Project,enk,[2018],1874,"[Miscellaneous Plymouth theatres playbill for The Wife; Or, a Tale of Mantua; Joan of Arc]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"The Wife; Or, a Tale of Mantua",,,,,Joan of Arc,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Wife; Or, a Tale of Mantua; Joan of Arc]",Play,,,,,,
525,,online resource,1836.0,1836.0,1836.0,1836.0,,,,text,British Library Playbills Project,enk,[2018],1866,[Miscellaneous Plymouth theatres playbill for Pongo: Or the Brazilian Ape; Fortune's Frolic; The Irishman in London; The Irishman in London],1 online resource,s,Plymouth,Plymouth,Plymouth,Plymouth,,,,eng,digitised sheet,[British Library],computer,Pongo: Or the Brazilian Ape,,,,,Fortune's Frolic,The Irishman in London,The Irishman in London,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Pongo: Or the Brazilian Ape; Fortune's Frolic; The Irishman in London; The Irishman in London],Dramatic Pantomime,Farce,Farce,Farce,,,
526,,online resource,1834.0,,,,,,,text,British Library Playbills Project,enk,[2018],1854,"[Miscellaneous Plymouth theatres playbill for Black Eyed Susan; Fire Raiser Or, Prophet of the Druids' Stone; Tournament or Trial by Battle]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,Black Eyed Susan,,,,,"Fire Raiser Or, Prophet of the Druids' Stone",Tournament or Trial by Battle,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Black Eyed Susan; Fire Raiser Or, Prophet of the Druids' Stone; Tournament or Trial by Battle]",Musical Drama,,,,,,
527,,online resource,1818.0,1818.0,,,,,,text,British Library Playbills Project,enk,[2018],1841,[Miscellaneous Plymouth theatres playbill for Sketches in India; Old Honesty],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Sketches in India,,,,,Old Honesty,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Sketches in India; Old Honesty],Farce,Comic Drama,,,,,
528,,online resource,1839.0,1839.0,,,,,,text,British Library Playbills Project,enk,[2018],1865,"[Miscellaneous Plymouth theatres playbill for The Wandering Boys!! Or, the Feast of Olival; Husbands and Wives; Loan of a Lover]",1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,"The Wandering Boys!! Or, the Feast of Olival",,,,,Husbands and Wives,Loan of a Lover,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for The Wandering Boys!! Or, the Feast of Olival; Husbands and Wives; Loan of a Lover]",Vaudeville,Melo-Drama,,,,,
529,,online resource,1837.0,,,,,,,text,British Library Playbills Project,enk,[2018],1871,"[Miscellaneous Plymouth theatres playbill for Elizabeth Or, the Exile of Siberia; Sinbad the Sailor!!! Or the Valley of Diamonds; Island of Ropha]",1 online resource,s,Plymouth,,,,,,,eng,digitised sheet,[British Library],computer,"Elizabeth Or, the Exile of Siberia",,,,,Sinbad the Sailor!!! Or the Valley of Diamonds,Island of Ropha,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Elizabeth Or, the Exile of Siberia; Sinbad the Sailor!!! Or the Valley of Diamonds; Island of Ropha]",Drama,,,,,,
530,,online resource,1835.0,1835.0,,,,,,text,British Library Playbills Project,enk,[2018],1842,[Miscellaneous Plymouth theatres playbill for Rural Felicity],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,Rural Felicity,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for Rural Felicity],Drama,Comic Opera,,,,,
531,,online resource,1834.0,1834.0,,,,,,text,British Library Playbills Project,enk,[2018],1842,[Miscellaneous Plymouth theatres playbill for The Way to Get Married],1 online resource,s,Plymouth,Plymouth,,,,,,eng,digitised sheet,[British Library],computer,The Way to Get Married,,,,,,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,[Playbill for The Way to Get Married],Nautical Drama,Comedy,,,,,
532,,online resource,,,,,,,,text,British Library Playbills Project,enk,[2018],1865,"[Miscellaneous Plymouth theatres playbill for Travellers Benighted Or, the Robbers of the Forest; Pizarro or the Spaniards in Peru]",1 online resource,s,,,,,,,,eng,digitised sheet,[British Library],computer,"Travellers Benighted Or, the Robbers of the Forest",,,,,Pizarro or the Spaniards in Peru,,,,,,,,[London],manufacturer,rdacontent,rdamedia,rdacarrier,"[Playbill for Travellers Benighted Or, the Robbers of the Forest; Pizarro or the Spaniards in Peru]",,,,,,,
